PROLIFIC_PID,SESSION_ID,STUDY_ID,age,completedAt,country,createdAt,education,gender,q0,q1,q10,q11,q12,q13,q14,q15,q16,q2,q3,q4,q5,q6,q7,q8,q9,selectedMovies,techknow,testGroup,useForImprovementsForOthers,useForRecommendations,useForSharing,work
5e8f89db8ed06f27d73030ae,5f86a3dabf6b151f80c47160,5f8574e1321766020cfa1d2e,44,"Wed, 14 Oct 2020 07:24:10 GMT",GB,"Wed, 14 Oct 2020 07:16:38 GMT",Bachelor's degree,Female,4,4,4,3,3,4,5,4,5,4,2,4,5,4,4,5,4,"[{'movieId': 79, 'poster_path': '/5KCVkau1HEl7ZzfPsKAPM0sMiKc.jpg', 'title': 'Shawshank Redemption, The (1994)'}, {'movieId': 260, 'poster_path': '/rplLJ2hPcOQmkFhTqUte0MkEaO2.jpg', 'title': 'Silence of the Lambs, The (1991)'}, {'movieId': 295, 'poster_path': '/wby9315QzVKdW9BonAefg8jGTTb.jpg', 'title': 'American Beauty (1999)'}, {'movieId': 29, 'poster_path': '/slVnvaH6fpF22154vnjQJdXCVZd.jpg', 'title': ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""}, {'movieId': 202, 'poster_path': '/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg', 'title': 'Lord of the Rings: The Fellowship of the Ring, The (2001)'}, {'movieId': 227, 'poster_path': '/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg', 'title': 'Lord of the Rings: The Return of the King, The (2003)'}, {'movieId': 36, 'poster_path': '/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg', 'title': 'Lord of the Rings: The Two Towers, The (2002)'}, {'movieId': 82, 'poster_path': '/clolk7rB5lAjs41SD0Vt6IXYLMm.jpg', 'title': 'Forrest Gump (1994)'}, {'movieId': 167, 'poster_path': '/fIssD3w3SvIhPPmVo4WMgZDVLID.jpg', 'title': 'Sixth Sense, The (1999)'}, {'movieId': 72, 'poster_path': '/or1gBugydmjToAEq7OZY0owwFk.jpg', 'title': 'Braveheart (1995)'}, {'movieId': 876, 'poster_path': '/rIfKIYMbwVlnAXOOaQRsm34GW3S.jpg', 'title': 'Up (2009)'}, {'movieId': 3027, 'poster_path': '/eKi8dIrr8voobbaGzDpe8w0PVbC.jpg', 'title': 'Coco (2017)'}, {'movieId': 688, 'poster_path': '/da22ZBmrDOXOCDRvr8Gic8ldhv4.jpg', 'title': 'Harry Potter and the Deathly Hallows: Part 2 (2011)'}, {'movieId': 747, 'poster_path': '/7Fdh7gUq3plvQqxRbNYhWvDABXA.jpg', 'title': 'Dallas Buyers Club (2013)'}, {'movieId': 750, 'poster_path': '/sOxr33wnRuKazR9ClHek73T8qnK.jpg', 'title': 'Wolf of Wall Street, The (2013)'}, {'movieId': 664, 'poster_path': '/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg', 'title': 'Harry Potter and the Deathly Hallows: Part 1 (2010)'}]",I don't know any technical details,d,True,True,True,Employed full time
5ddf3a3a23f9f1eabaf02ad5,5f868bbf31310e1eba49f3fc,5f8574e1321766020cfa1d2e,34,"Wed, 14 Oct 2020 05:30:20 GMT",US,"Wed, 14 Oct 2020 05:25:50 GMT",Bachelor's degree,Female,3,4,2,2,2,3,3,3,5,3,3,3,3,3,3,3,2,"[{'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 274, 'poster_path': '/f8rOfzX9UuY4Zc39rljrRbjsWK3.jpg', 'title': 'Goodfellas (1990)'}, {'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}, {'movieId': 202, 'poster_path': '/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg', 'title': 'Lord of the Rings: The Fellowship of the Ring, The (2001)'}, {'movieId': 227, 'poster_path': '/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg', 'title': 'Lord of the Rings: The Return of the King, The (2003)'}, {'movieId': 36, 'poster_path': '/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg', 'title': 'Lord of the Rings: The Two Towers, The (2002)'}, {'movieId': 698, 'poster_path': '/85cWkCVftiVs0BVey6pxX8uNmLt.jpg', 'title': 'Dark Knight Rises, The (2012)'}, {'movieId': 773, 'poster_path': '/qymaJhucquUwjpb8oiqynMeXnID.jpg', 'title': 'Gone Girl (2014)'}, {'movieId': 751, 'poster_path': '/yk4J4aewWYNiBhD49WD7UaBBn37.jpg', 'title': 'Her (2013)'}]",I have a vague idea of the technical details,a,True,True,True,Self employed
5e1d0bdfdc1a170a132a6980,5f868bbf54eda01df364c363,5f8574e1321766020cfa1d2e,32,"Wed, 14 Oct 2020 05:28:05 GMT",US,"Wed, 14 Oct 2020 05:25:27 GMT",Bachelor's degree,Female,2,4,4,4,4,4,4,5,5,4,2,3,3,2,1,2,2,"[{'movieId': 29, 'poster_path': '/slVnvaH6fpF22154vnjQJdXCVZd.jpg', 'title': ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""}, {'movieId': 236, 'poster_path': '/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg', 'title': 'Incredibles, The (2004)'}, {'movieId': 775, 'poster_path': '/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg', 'title': 'Guardians of the Galaxy (2014)'}, {'movieId': 500, 'poster_path': '/2ZOm4cedJanmN85ZiWrwZPUNv0d.jpg', 'title': 'Serenity (2005)'}, {'movieId': 2538, 'poster_path': '/tWkYclnnChwoMMBFECsEjd5hb77.jpg', 'title': 'Wallace & Gromit: The Best of Aardman Animation (1996)'}]",I have a vague idea of the technical details,d,False,False,False,Self employed
5efbe4f0c9f37c1a3b70afaf,5f868b4da937c11e1d859d43,5f8574e1321766020cfa1d2e,20,"Wed, 14 Oct 2020 05:29:22 GMT",US,"Wed, 14 Oct 2020 05:26:47 GMT",Associates degree,Male,4,5,4,3,4,3,3,2,5,5,4,3,3,4,5,5,4,"[{'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}, {'movieId': 795, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'title': 'Avengers: Infinity War - Part I (2018)'}, {'movieId': 159, 'poster_path': '/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg', 'title': 'Matrix, The (1999)'}, {'movieId': 698, 'poster_path': '/85cWkCVftiVs0BVey6pxX8uNmLt.jpg', 'title': 'Dark Knight Rises, The (2012)'}, {'movieId': 842, 'poster_path': '/gCgt1WARPZaXnq523ySQEUKinCs.jpg', 'title': 'Groundhog Day (1993)'}]",I have a vague idea of the technical details,a,True,True,True,Student
5e59f8caeeb2101feb56f310,5f868bac494ddc1e63460e35,5f8574e1321766020cfa1d2e,29,"Wed, 14 Oct 2020 05:29:25 GMT",US,"Wed, 14 Oct 2020 05:25:20 GMT",High school,Female,4,4,3,3,3,4,4,2,5,3,5,3,3,4,3,4,4,"[{'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 1717, 'poster_path': '/velWPhVMQeQKcxggNEU8YmIo52R.jpg', 'title': 'Green Mile, The (1999)'}, {'movieId': 586, 'poster_path': '/Agc6lw8pb6BIGVeguvdjDT0p9Mb.jpg', 'title': 'WALL·E (2008)'}, {'movieId': 2664, 'poster_path': '/qbaIViX3tgWSTSFXbldq0ODMdi4.jpg', 'title': 'Get Out (2017)'}, {'movieId': 133, 'poster_path': '/jW8w2QZnCSRblYWPc5FKAkS1cal.jpg', 'title': 'Truman Show, The (1998)'}]",I have a vague idea of the technical details,b,False,True,False,Employed full time
5ee18255395f8655ae190e48,5f86b1d008075a000aa3bed2,5f8574e1321766020cfa1d2e,35,"Wed, 14 Oct 2020 08:17:43 GMT",GB,"Wed, 14 Oct 2020 08:11:10 GMT",Master's degree,Male,3,3,2,2,2,3,4,3,5,3,3,3,3,3,3,3,3,"[{'movieId': 1717, 'poster_path': '/velWPhVMQeQKcxggNEU8YmIo52R.jpg', 'title': 'Green Mile, The (1999)'}, {'movieId': 72, 'poster_path': '/or1gBugydmjToAEq7OZY0owwFk.jpg', 'title': 'Braveheart (1995)'}, {'movieId': 292, 'poster_path': '/8kSerJrhrJWKLk1LViesGcnrUPE.jpg', 'title': 'Lock, Stock & Two Smoking Barrels (1998)'}, {'movieId': 181, 'poster_path': '/pRn3TJHbAqCAO6U8Dw5DayVUuX3.jpg', 'title': 'Gladiator (2000)'}, {'movieId': 274, 'poster_path': '/f8rOfzX9UuY4Zc39rljrRbjsWK3.jpg', 'title': 'Goodfellas (1990)'}]",I am very knowledgeable,d,True,True,True,Employed full time
5edf2a9fb1248f1cd05f57fd,5f86afd4b3f4e2207ffa88a1,5f8574e1321766020cfa1d2e,32,"Wed, 14 Oct 2020 08:20:21 GMT",GB,"Wed, 14 Oct 2020 08:17:52 GMT",Bachelor's degree,Male,4,4,2,1,2,3,1,5,5,3,5,3,3,3,4,2,3,"[{'movieId': 260, 'poster_path': '/rplLJ2hPcOQmkFhTqUte0MkEaO2.jpg', 'title': 'Silence of the Lambs, The (1991)'}, {'movieId': 537, 'poster_path': '/pvSESD7ujxWZwtYDb9l57qE0ywq.jpg', 'title': 'Prestige, The (2006)'}, {'movieId': 411, 'poster_path': '/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg', 'title': 'Catch Me If You Can (2002)'}, {'movieId': 133, 'poster_path': '/jW8w2QZnCSRblYWPc5FKAkS1cal.jpg', 'title': 'Truman Show, The (1998)'}, {'movieId': 3642, 'poster_path': '/zO0tjRnh9x2KuQWd7KhzdxbYaDN.jpg', 'title': 'Inside Job (2010)'}]",I have a vague idea of the technical details,a,True,True,True,Employed full time
5ec2565602a64c0122492a03,5f86b1c7819418000a8652bb,5f8574e1321766020cfa1d2e,30,"Wed, 14 Oct 2020 08:13:04 GMT",GB,"Wed, 14 Oct 2020 08:08:00 GMT",Associates degree,Male,4,4,4,4,4,4,4,1,5,3,3,3,3,3,2,3,2,"[{'movieId': 260, 'poster_path': '/rplLJ2hPcOQmkFhTqUte0MkEaO2.jpg', 'title': 'Silence of the Lambs, The (1991)'}, {'movieId': 159, 'poster_path': '/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg', 'title': 'Matrix, The (1999)'}, {'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 820, 'poster_path': '/isuQWbJPbjybBEWdcCaBUPmU0XO.jpg', 'title': 'Big Short, The (2015)'}, {'movieId': 750, 'poster_path': '/sOxr33wnRuKazR9ClHek73T8qnK.jpg', 'title': 'Wolf of Wall Street, The (2013)'}, {'movieId': 133, 'poster_path': '/jW8w2QZnCSRblYWPc5FKAkS1cal.jpg', 'title': 'Truman Show, The (1998)'}]",I am very knowledgeable,b,False,False,False,Unemployed (not currently looking for job)
568808bb369319000c271e6e,5f868b907aaf721dd8dafd08,5f8574e1321766020cfa1d2e,26,"Wed, 14 Oct 2020 05:30:40 GMT",GB,"Wed, 14 Oct 2020 05:24:56 GMT",Bachelor's degree,Male,4,4,2,2,2,2,4,4,5,3,3,3,3,4,4,4,3,"[{'movieId': 0, 'poster_path': '/pbL5p4YGsqx2xxhQmsW8qBSasdS.jpg', 'title': 'Pulp Fiction (1994)'}, {'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 268, 'poster_path': '/AjTtJNumZyUDz33VtMlF1K8JPsE.jpg', 'title': 'Reservoir Dogs (1992)'}, {'movieId': 141, 'poster_path': '/1wY4psJ5NVEhCuOYROwLH2XExM2.jpg', 'title': 'Saving Private Ryan (1998)'}, {'movieId': 805, 'poster_path': '/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg', 'title': 'The Martian (2015)'}, {'movieId': 614, 'poster_path': '/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg', 'title': 'Inglourious Basterds (2009)'}, {'movieId': 586, 'poster_path': '/Agc6lw8pb6BIGVeguvdjDT0p9Mb.jpg', 'title': 'WALL·E (2008)'}, {'movieId': 724, 'poster_path': '/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg', 'title': 'Django Unchained (2012)'}, {'movieId': 783, 'poster_path': '/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg', 'title': 'The Imitation Game (2014)'}, {'movieId': 806, 'poster_path': '/lRHE0vzf3oYJrhbsHXjIkF4Tl5A.jpg', 'title': 'Inside Out (2015)'}, {'movieId': 516, 'poster_path': '/kxekpqZUpO5W65QT12goucFvyx9.jpg', 'title': 'V for Vendetta (2006)'}, {'movieId': 665, 'poster_path': '/uQ538BfYLDJh3GXlzRZLo0j7PFj.jpg', 'title': ""King's Speech, The (2010)""}, {'movieId': 73, 'poster_path': '/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg', 'title': 'Apollo 13 (1995)'}, {'movieId': 470, 'poster_path': '/nqiAoFnrmxREOXzeTy12L9OlsI9.jpg', 'title': 'Shaun of the Dead (2004)'}, {'movieId': 781, 'poster_path': '/2mxS4wUimwlLmI1xp6QW6NSU361.jpg', 'title': 'Big Hero 6 (2014)'}, {'movieId': 236, 'poster_path': '/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg', 'title': 'Incredibles, The (2004)'}]",I am very knowledgeable,d,True,True,True,Employed full time
5f53dead05affe7282b9d1e5,5f868b98b90c581e2930755d,5f8574e1321766020cfa1d2e,24,"Wed, 14 Oct 2020 05:31:33 GMT",US,"Wed, 14 Oct 2020 05:25:03 GMT",Bachelor's degree,Male,4,4,3,2,3,3,3,4,5,4,3,4,4,4,5,4,3,"[{'movieId': 916, 'poster_path': '/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg', 'title': 'Spider-Man: Into the Spider-Verse (2018)'}, {'movieId': 724, 'poster_path': '/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg', 'title': 'Django Unchained (2012)'}, {'movieId': 70, 'poster_path': '/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg', 'title': 'Toy Story (1995)'}, {'movieId': 133, 'poster_path': '/jW8w2QZnCSRblYWPc5FKAkS1cal.jpg', 'title': 'Truman Show, The (1998)'}, {'movieId': 159, 'poster_path': '/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg', 'title': 'Matrix, The (1999)'}]",I am very knowledgeable,a,True,True,True,Unemployed (currently looking for job)
5ed923252219cb0e437c8a98,5f86223ea36f401620d12899,5f8574e1321766020cfa1d2e,22,"Tue, 13 Oct 2020 22:04:14 GMT",GB,"Tue, 13 Oct 2020 21:58:04 GMT",Master's degree,Male,5,4,2,2,2,2,4,3,5,4,5,4,4,3,4,4,4,"[{'movieId': 270, 'poster_path': '/wRTCxYHx1d9diFFmOHQZT7CjdUV.jpg', 'title': 'Wallace & Gromit: The Wrong Trousers (1993)'}, {'movieId': 227, 'poster_path': '/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg', 'title': 'Lord of the Rings: The Return of the King, The (2003)'}, {'movieId': 202, 'poster_path': '/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg', 'title': 'Lord of the Rings: The Fellowship of the Ring, The (2001)'}, {'movieId': 758, 'poster_path': '/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg', 'title': 'Interstellar (2014)'}, {'movieId': 805, 'poster_path': '/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg', 'title': 'The Martian (2015)'}]",I am an expert,a,True,True,True,Employed full time
5f1a695e1a34ed15f38faa26,5f868bcd95b2891f347252c9,5f8574e1321766020cfa1d2e,31,"Wed, 14 Oct 2020 05:33:37 GMT",US,"Wed, 14 Oct 2020 05:30:15 GMT",Bachelor's degree,Female,3,4,4,3,4,3,5,4,5,5,4,5,4,5,4,5,5,"[{'movieId': 295, 'poster_path': '/wby9315QzVKdW9BonAefg8jGTTb.jpg', 'title': 'American Beauty (1999)'}, {'movieId': 291, 'poster_path': '/c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg', 'title': 'American History X (1998)'}, {'movieId': 1094, 'poster_path': '/6w1tl5bvnMVc8qenSwqUPFF4MKr.jpg', 'title': 'L.A. Confidential (1997)'}, {'movieId': 3024, 'poster_path': '/ls6zswrOZVhCXQBh96DlbnLBajM.jpg', 'title': 'About Time (2013)'}, {'movieId': 1008, 'poster_path': '/tYOFCtgLb4hfuwhXKBWwAobWhwS.jpg', 'title': 'Persuasion (1995)'}]",I have a vague idea of the technical details,a,True,True,True,Employed full time
57b6dfafe2d5a60001099543,5f868b86f7f4b11e60e28bbe,5f8574e1321766020cfa1d2e,36,"Wed, 14 Oct 2020 05:29:17 GMT",GB,"Wed, 14 Oct 2020 05:24:53 GMT",Bachelor's degree,Female,4,4,1,3,4,4,3,4,5,4,4,4,5,4,5,4,5,"[{'movieId': 252, 'poster_path': '/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg', 'title': 'Usual Suspects, The (1995)'}, {'movieId': 297, 'poster_path': '/k1lICEYRpJeFRIRfjxYwmpO9LTu.jpg', 'title': 'Fight Club (1999)'}, {'movieId': 0, 'poster_path': '/pbL5p4YGsqx2xxhQmsW8qBSasdS.jpg', 'title': 'Pulp Fiction (1994)'}, {'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 344, 'poster_path': '/uprP8rtOgMYJQ2h3ldDFvGsaBgH.jpg', 'title': 'Memento (2000)'}]",I have a good idea of the technical details,a,True,True,True,Employed full time
5eee572931f6fe2e67625ed1,5f86a3e078e22f1ea1f38b42,5f8574e1321766020cfa1d2e,24,"Wed, 14 Oct 2020 07:11:36 GMT",GB,"Wed, 14 Oct 2020 07:08:29 GMT",Master's degree,Female,4,4,3,3,3,3,2,2,5,4,4,3,3,3,4,4,4,"[{'movieId': 79, 'poster_path': '/5KCVkau1HEl7ZzfPsKAPM0sMiKc.jpg', 'title': 'Shawshank Redemption, The (1994)'}, {'movieId': 297, 'poster_path': '/k1lICEYRpJeFRIRfjxYwmpO9LTu.jpg', 'title': 'Fight Club (1999)'}, {'movieId': 274, 'poster_path': '/f8rOfzX9UuY4Zc39rljrRbjsWK3.jpg', 'title': 'Goodfellas (1990)'}, {'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}, {'movieId': 260, 'poster_path': '/rplLJ2hPcOQmkFhTqUte0MkEaO2.jpg', 'title': 'Silence of the Lambs, The (1991)'}, {'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 270, 'poster_path': '/wRTCxYHx1d9diFFmOHQZT7CjdUV.jpg', 'title': 'Wallace & Gromit: The Wrong Trousers (1993)'}, {'movieId': 537, 'poster_path': '/pvSESD7ujxWZwtYDb9l57qE0ywq.jpg', 'title': 'Prestige, The (2006)'}, {'movieId': 924, 'poster_path': '/6yoghtyTpznpBik8EngEmJskVUO.jpg', 'title': 'Seven (a.k.a. Se7en) (1995)'}, {'movieId': 262, 'poster_path': '/4hRtelqMooXuVUVXuMYt3KbdCWM.jpg', 'title': 'Wallace & Gromit: A Close Shave (1995)'}, {'movieId': 2538, 'poster_path': '/tWkYclnnChwoMMBFECsEjd5hb77.jpg', 'title': 'Wallace & Gromit: The Best of Aardman Animation (1996)'}, {'movieId': 82, 'poster_path': '/clolk7rB5lAjs41SD0Vt6IXYLMm.jpg', 'title': 'Forrest Gump (1994)'}, {'movieId': 141, 'poster_path': '/1wY4psJ5NVEhCuOYROwLH2XExM2.jpg', 'title': 'Saving Private Ryan (1998)'}, {'movieId': 1717, 'poster_path': '/velWPhVMQeQKcxggNEU8YmIo52R.jpg', 'title': 'Green Mile, The (1999)'}, {'movieId': 167, 'poster_path': '/fIssD3w3SvIhPPmVo4WMgZDVLID.jpg', 'title': 'Sixth Sense, The (1999)'}, {'movieId': 2129, 'poster_path': '/7qHwh3mFJs7ldwzGSWsBLmgecfj.jpg', 'title': 'Hoop Dreams (1994)'}, {'movieId': 698, 'poster_path': '/85cWkCVftiVs0BVey6pxX8uNmLt.jpg', 'title': 'Dark Knight Rises, The (2012)'}]",I have a vague idea of the technical details,c,True,True,True,Unemployed (currently looking for job)
5bc73b9f821054000181a853,5f86a3f2611bd21f92324e3d,5f8574e1321766020cfa1d2e,51,"Wed, 14 Oct 2020 07:16:43 GMT",GB,"Wed, 14 Oct 2020 07:09:17 GMT",High school,Male,3,4,3,2,3,4,4,4,5,3,4,3,3,3,4,3,3,"[{'movieId': 79, 'poster_path': '/5KCVkau1HEl7ZzfPsKAPM0sMiKc.jpg', 'title': 'Shawshank Redemption, The (1994)'}, {'movieId': 141, 'poster_path': '/1wY4psJ5NVEhCuOYROwLH2XExM2.jpg', 'title': 'Saving Private Ryan (1998)'}, {'movieId': 1847, 'poster_path': '/3DzePKMbLMIM636S6syCy3cLPqj.jpg', 'title': 'Pianist, The (2002)'}, {'movieId': 411, 'poster_path': '/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg', 'title': 'Catch Me If You Can (2002)'}, {'movieId': 263, 'poster_path': '/6UTzw3kipgTYAJCX8GExoXzcVOx.jpg', 'title': 'Trainspotting (1996)'}]",I have a vague idea of the technical details,d,True,True,True,Employed full time
5f554fcee52c09922dcbaed1,5f868b8b37ad1a1e18e07418,5f8574e1321766020cfa1d2e,40,"Wed, 14 Oct 2020 05:26:42 GMT",US,"Wed, 14 Oct 2020 05:24:41 GMT",Master's degree,Male,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,4,"[{'movieId': 795, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'title': 'Avengers: Infinity War - Part I (2018)'}, {'movieId': 344, 'poster_path': '/uprP8rtOgMYJQ2h3ldDFvGsaBgH.jpg', 'title': 'Memento (2000)'}, {'movieId': 0, 'poster_path': '/pbL5p4YGsqx2xxhQmsW8qBSasdS.jpg', 'title': 'Pulp Fiction (1994)'}, {'movieId': 295, 'poster_path': '/wby9315QzVKdW9BonAefg8jGTTb.jpg', 'title': 'American Beauty (1999)'}, {'movieId': 758, 'poster_path': '/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg', 'title': 'Interstellar (2014)'}]",I am very knowledgeable,b,True,True,True,Employed full time
5f232f8ec71d5a0d2ed73119,5f868b7475d6851ea7d5d343,5f8574e1321766020cfa1d2e,19,"Wed, 14 Oct 2020 05:25:50 GMT",US,"Wed, 14 Oct 2020 05:24:15 GMT",Bachelor's degree,Male,4,5,3,2,3,4,3,3,5,4,3,4,3,4,4,4,2,"[{'movieId': 79, 'poster_path': '/5KCVkau1HEl7ZzfPsKAPM0sMiKc.jpg', 'title': 'Shawshank Redemption, The (1994)'}, {'movieId': 795, 'poster_path': '/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg', 'title': 'Avengers: Infinity War - Part I (2018)'}, {'movieId': 578, 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'title': 'Dark Knight, The (2008)'}, {'movieId': 654, 'poster_path': '/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg', 'title': 'Inception (2010)'}, {'movieId': 758, 'poster_path': '/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg', 'title': 'Interstellar (2014)'}]",I am an expert,b,False,False,False,Student
5f6933852c49dd1312141f1f,5f868bae8e22901d9946e761,5f8574e1321766020cfa1d2e,33,"Wed, 14 Oct 2020 05:29:13 GMT",US,"Wed, 14 Oct 2020 05:25:13 GMT",Associates degree,Male,5,5,2,2,2,2,3,2,5,5,5,4,4,4,5,5,5,"[{'movieId': 79, 'poster_path': '/5KCVkau1HEl7ZzfPsKAPM0sMiKc.jpg', 'title': 'Shawshank Redemption, The (1994)'}, {'movieId': 297, 'poster_path': '/k1lICEYRpJeFRIRfjxYwmpO9LTu.jpg', 'title': 'Fight Club (1999)'}, {'movieId': 159, 'poster_path': '/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg', 'title': 'Matrix, The (1999)'}, {'movieId': 758, 'poster_path': '/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg', 'title': 'Interstellar (2014)'}, {'movieId': 1001, 'poster_path': '/ylagLHIbG0F1blqSFqY6pa56Omr.jpg', 'title': 'Good Will Hunting (1997)'}, {'movieId': 82, 'poster_path': '/clolk7rB5lAjs41SD0Vt6IXYLMm.jpg', 'title': 'Forrest Gump (1994)'}, {'movieId': 72, 'poster_path': '/or1gBugydmjToAEq7OZY0owwFk.jpg', 'title': 'Braveheart (1995)'}, {'movieId': 805, 'poster_path': '/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg', 'title': 'The Martian (2015)'}]",I am very knowledgeable,b,True,True,True,Employed full time
5f5fa21516682902a84bde2a,5f868b812888f11dd61c379d,5f8574e1321766020cfa1d2e,19,"Wed, 14 Oct 2020 05:29:06 GMT",GB,"Wed, 14 Oct 2020 05:24:28 GMT",High school,Male,4,5,5,1,3,4,4,2,5,4,3,4,4,4,2,5,5,"[{'movieId': 344, 'poster_path': '/uprP8rtOgMYJQ2h3ldDFvGsaBgH.jpg', 'title': 'Memento (2000)'}, {'movieId': 586, 'poster_path': '/Agc6lw8pb6BIGVeguvdjDT0p9Mb.jpg', 'title': 'WALL·E (2008)'}, {'movieId': 181, 'poster_path': '/pRn3TJHbAqCAO6U8Dw5DayVUuX3.jpg', 'title': 'Gladiator (2000)'}, {'movieId': 245, 'poster_path': '/8RW2runSEc34IwKN2D1aPcJd2UL.jpg', 'title': 'Batman Begins (2005)'}, {'movieId': 648, 'poster_path': '/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg', 'title': 'How to Train Your Dragon (2010)'}, {'movieId': 688, 'poster_path': '/da22ZBmrDOXOCDRvr8Gic8ldhv4.jpg', 'title': 'Harry Potter and the Deathly Hallows: Part 2 (2011)'}]",I have a good idea of the technical details,d,True,True,True,Employed full time
5f83070889235944245820b9,5f868bcca6722c1ddf6a8345,5f8574e1321766020cfa1d2e,30,"Wed, 14 Oct 2020 05:48:21 GMT",US,"Wed, 14 Oct 2020 05:29:32 GMT",Bachelor's degree,Male,4,4,2,2,2,1,5,5,5,4,5,4,4,4,5,3,3,"[{'movieId': 202, 'poster_path': '/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg', 'title': 'Lord of the Rings: The Fellowship of the Ring, The (2001)'}, {'movieId': 239, 'poster_path': '/p3pHw85UMZPegfMZBA6dZ06yarm.jpg', 'title': 'Hotel Rwanda (2004)'}, {'movieId': 664, 'poster_path': '/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg', 'title': 'Harry Potter and the Deathly Hallows: Part 1 (2010)'}, {'movieId': 1633, 'poster_path': '/gycdE1ARByGQcK4fYR2mgpU6OO.jpg', 'title': 'Before Sunset (2004)'}, {'movieId': 2007, 'poster_path': '/7XLSwxpfpPoJyTdJVot6a42TS2V.jpg', 'title': 'Help, The (2011)'}, {'movieId': 1008, 'poster_path': '/tYOFCtgLb4hfuwhXKBWwAobWhwS.jpg', 'title': 'Persuasion (1995)'}]",I have a good idea of the technical details,d,True,True,False,Employed full time
